"id_contrato","estado_contrato","fecha_de_firma","fecha_de_inicio_del_contrato","fecha_de_fin_del_contrato","tipo_de_contrato","modalidad_de_contratacion","duraci_n_del_contrato","dias_adicionados","valor_del_contrato","valor_pagado","valor_pendiente_de_pago","es_pyme","es_grupo","g_nero_representante_legal"
"CO1.PCCNTR.814427","Cerrado","2019-04-03T00:00:00.000","2019-02-06T00:00:00.000","2020-03-31T00:00:00.000","Prestación de servicios","Contratación directa","Dia(s)","0","1.82312806E8","1.78424618E8","3888188.0","No","No","No Definido"
"CO1.PCCNTR.4738805","Cerrado","2023-03-09T00:00:00.000","2023-03-09T00:00:00.000","2023-12-31T00:00:00.000","Prestación de servicios","Contratación directa","299 Dia(s)","0","1.15E8","1.127E8","2300000.0","No","No","Hombre"
"CO1.PCCNTR.4469772","Cerrado","2023-01-25T00:00:00.000","2023-01-25T00:00:00.000","2023-05-25T00:00:00.000","Prestación de servicios","Contratación directa","4 Mes(es)","0","6.3660492E7","6.3660492E7","0.0","No","No","Mujer"
"CO1.PCCNTR.133909","Cerrado","2017-04-24T00:00:00.000","2017-04-05T00:00:00.000","2018-05-31T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","No definido","0","1.10086393E8","1.08789434E8","1296959.0","No","No","No Definido"
"CO1.PCCNTR.3518112","Cerrado","2022-02-02T00:00:00.000","2022-02-02T00:00:00.000","2022-12-31T00:00:00.000","Prestación de servicios","Contratación directa","334 Dia(s)","0","1.01463538E8","9.9678256E7","1785281.0","No","No","No Definido"
"CO1.PCCNTR.6598946","Cerrado","2024-08-02T00:00:00.000","2024-08-09T00:00:00.000","2024-12-31T00:00:00.000","Prestación de servicios","Contratación directa","5 Mes(es)","0","3.7499995E7","3.5499995E7","2000000.0","No","No","Mujer"
"CO1.PCCNTR.7610164","En ejecución","2025-03-06T00:00:00.000","2025-03-12T00:00:00.000","2025-11-11T00:00:00.000","Prestación de servicios","Contratación directa","8 Mes(es)","0","3.4672E7","3.4672E7","0.0","No","No","Mujer"
"CO1.PCCNTR.6748037","En ejecución","2024-09-16T00:00:00.000","2024-09-18T00:00:00.000","2024-10-01T00:00:00.000","Compraventa","Selección abreviada subasta inversa","10 Dia(s)","0","2.75933481E8","2.75933481E8","0.0","Si","No","Hombre"
"CO1.PCCNTR.1463839","Cerrado","2020-04-16T00:00:00.000","2020-03-20T00:00:00.000","2020-12-31T00:00:00.000","Prestación de servicios","Contratación directa","Dia(s)","0","4.75E7","4.7E7","500000.0","No","No","No Definido"
"CO1.PCCNTR.2213443","Cerrado","2021-02-11T00:00:00.000","2021-02-11T00:00:00.000","2021-10-31T00:00:00.000","Prestación de servicios","Contratación directa","332 Dia(s)","0","6.7620825E7","6.5399704E7","2221121.0","No","No","No Definido"
"CO1.PCCNTR.3855801","Cerrado","2022-08-11T00:00:00.000","2022-08-11T00:00:00.000","2022-09-15T00:00:00.000","Prestación de servicios","Contratación directa","50 Dia(s)","0","1.2833333E7","1.12E7","1633333.0","No","No","Hombre"
"CO1.PCCNTR.9045226","En ejecución","2026-01-24T00:00:00.000","2026-01-26T00:00:00.000","2026-12-31T00:00:00.000","Prestación de servicios","Contratación directa","338 Dia(s)","0","1.2182436E8","5.426085E7","6.756351E7","No","No","Hombre"
"CO1.PCCNTR.3550950","Cerrado","2022-02-07T00:00:00.000","2022-02-07T00:00:00.000","2022-12-31T00:00:00.000","Prestación de servicios","Contratación directa","331 Dia(s)","0","1.57675009E8","1.55786686E8","1888323.0","No","No","No Definido"
"CO1.PCCNTR.3060903","Cerrado","2021-12-30T00:00:00.000","2021-12-30T00:00:00.000","2022-10-31T00:00:00.000","Prestación de servicios","Contratación directa","255 Dia(s)","0","5.7012595E7","10038.0","5.7002556E7","No","No","No Definido"
"CO1.PCCNTR.7175311","En ejecución","2024-12-26T00:00:00.000","2024-12-30T00:00:00.000","2026-07-31T00:00:00.000","Prestación de servicios","Contratación directa","575 Dia(s)","0","2.21320056E7","1.4742912E7","7389092.0","No","No","No Definido"
"CO1.PCCNTR.3064355","Cerrado","2021-12-06T00:00:00.000","2021-12-06T00:00:00.000","2022-12-06T00:00:00.000","Prestación de servicios","Contratación directa","249 Dia(s)","0","6.6634545E7","6.6246725E7","387820.0","No","No","No Definido"
"CO1.PCCNTR.5468562","Cerrado","2023-10-23T00:00:00.000","2023-10-23T00:00:00.000","2024-06-30T00:00:00.000","Prestación de servicios","Contratación directa","256 Dia(s)","0","2.65328E7","2.62238E7","309000.0","No","No","Mujer"
"CO1.PCCNTR.6328414","Modificado","2024-05-31T00:00:00.000","2024-06-06T00:00:00.000","2026-11-30T00:00:00.000","Prestación de servicios","Selección abreviada subasta inversa","30 Mes(es)","122","6.98372E8","4.87402E8","2.1097E8","Si","Si","Hombre"
"CO1.PCCNTR.242661","Cerrado","2017-12-15T00:00:00.000","2017-12-04T00:00:00.000","2018-07-31T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","No definido","0","8.6679307E7","8.3183773E7","3495534.0","No","No","No Definido"
"CO1.PCCNTR.617030","Cerrado","2018-11-23T00:00:00.000","2018-10-22T00:00:00.000","2018-12-31T00:00:00.000","Prestación de servicios","Contratación directa","No definido","0","1.247453E7","1.1631657E7","842873.0","No","No","No Definido"
"CO1.PCCNTR.6858057","Cerrado","2024-10-07T00:00:00.000","2024-10-10T00:00:00.000","2024-12-31T00:00:00.000","Prestación de servicios","Contratación directa","84 Dia(s)","0","1.76568E7","1.70262E7","630600.0","No","No","No Definido"
"CO1.PCCNTR.5612257","Cerrado","2023-12-05T00:00:00.000","2023-12-05T00:00:00.000","2023-12-31T00:00:00.000","Prestación de servicios","Contratación directa","31 Dia(s)","0","1.1901667E7","9650000.0","2251667.0","No","No","Mujer"
"CO1.PCCNTR.222130","Cerrado","2017-11-30T00:00:00.000","2017-11-07T00:00:00.000","2017-12-29T00:00:00.000","Compraventa","Selección abreviada subasta inversa","No definido","0","1.56207223E8","1.56207223E8","0.0","Si","No","Mujer"
"CO1.PCCNTR.5485159","Modificado","2023-11-09T00:00:00.000","2023-11-10T00:00:00.000","2023-12-28T00:00:00.000","Compraventa","Selección abreviada subasta inversa","1 Mes(es)","13","1.1739317175E9","1.173931717E9","0.0","Si","No","Mujer"
"CO1.PCCNTR.1201519","Cerrado","2020-01-08T00:00:00.000","2019-12-11T00:00:00.000","2023-04-30T00:00:00.000","Prestación de servicios","Selección abreviada subasta inversa","Dia(s)","0","2.95111297E9","2.65364686E9","2.97466109E8","No","Si","No Definido"
"CO1.PCCNTR.3536597","Cerrado","2022-02-07T00:00:00.000","2022-02-07T00:00:00.000","2022-12-31T00:00:00.000","Prestación de servicios","Contratación directa","336 Dia(s)","0","3.1606333E7","3.14182E7","188133.0","No","No","No Definido"
"CO1.PCCNTR.3056079","Cerrado","2021-12-06T00:00:00.000","2021-12-06T00:00:00.000","2022-06-07T00:00:00.000","Prestación de servicios","Contratación directa","129 Dia(s)","0","1.9295888E7","1.8722743E7","573145.0","No","No","Mujer"
"CO1.PCCNTR.6782803","Cerrado","2024-09-19T00:00:00.000","2024-09-24T00:00:00.000","2024-12-31T00:00:00.000","Prestación de servicios","Contratación directa","104 Dia(s)","0","4.1899867E7","3.9079683E7","2820184.0","No","No","No Definido"
"CO1.PCCNTR.3064526","Cerrado","2021-12-06T00:00:00.000","2021-12-06T00:00:00.000","2022-12-04T00:00:00.000","Prestación de servicios","Contratación directa","283 Dia(s)","0","7.5372284E7","7.4393728E7","978556.0","No","No","Hombre"
"CO1.PCCNTR.96904","Cerrado","2017-01-13T00:00:00.000","2016-12-29T00:00:00.000","2017-12-12T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","No definido","0","1.71359483E8","0.0","1.71359483E8","No","No","No Definido"
"CO1.PCCNTR.1395691","Cerrado","2020-03-03T00:00:00.000","2020-02-19T00:00:00.000","2021-03-07T00:00:00.000","Prestación de servicios","Contratación directa","Dia(s)","0","1.2332664E8","1.22355563E8","971077.0","No","No","No Definido"
"CO1.PCCNTR.108754","Cerrado","2017-02-11T00:00:00.000","2017-02-03T00:00:00.000","2017-12-31T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","No definido","0","3.2673333E7","3.1223333E7","1450000.0","No","No","No Definido"
"CO1.PCCNTR.7584529","En ejecución","2025-03-03T00:00:00.000","2025-03-10T00:00:00.000","2025-11-09T00:00:00.000","Prestación de servicios","Contratación directa","8 Mes(es)","0","6.0944E7","6.0944E7","0.0","No","No","No Definido"
"CO1.PCCNTR.6705735","Cerrado","2024-09-02T00:00:00.000","2024-09-05T00:00:00.000","2024-12-31T00:00:00.000","Prestación de servicios","Contratación directa","120 Dia(s)","0","3.66E7","3.48E7","1800000.0","No","No","Mujer"
"CO1.PCCNTR.1501517","Cerrado","2020-04-30T00:00:00.000","2020-04-13T00:00:00.000","2021-03-31T00:00:00.000","Prestación de servicios","Contratación directa","Dia(s)","0","1.52007344E8","1.49010016E8","2997328.0","No","No","No Definido"
"CO1.PCCNTR.2007988","Cerrado","2020-12-02T00:00:00.000","2020-12-02T00:00:00.000","2021-04-30T00:00:00.000","Prestación de servicios","Contratación directa","346 Dia(s)","0","2.57359E7","2.4840739E7","895161.0","No","No","Hombre"
"CO1.PCCNTR.2526881","Cerrado","2021-05-27T00:00:00.000","2021-05-27T00:00:00.000","2022-08-31T00:00:00.000","Prestación de servicios","Contratación directa","345 Dia(s)","0","1.02060702E8","1.00749429E8","1311273.0","No","No","No Definido"
"CO1.PCCNTR.299648","Cerrado","2018-02-06T00:00:00.000","2018-01-19T00:00:00.000","2018-12-31T00:00:00.000","Prestación de servicios","Contratación directa","Dia(s)","0","1.63085716E8","1.61200332E8","1885384.0","No","No","No Definido"
"CO1.PCCNTR.6366628","Cerrado","2024-05-30T00:00:00.000","2024-06-06T00:00:00.000","2025-04-12T00:00:00.000","Prestación de servicios","Contratación directa","310 Dia(s)","0","1.1292995E8","1.1292995E8","0.0","No","No","Hombre"
"CO1.PCCNTR.8487875","En ejecución","2025-11-04T00:00:00.000","2025-11-19T00:00:00.000","2026-07-31T00:00:00.000","Prestación de servicios","Contratación directa","252 Dia(s)","0","9.30722E7","8.1903536E7","1.1168664E7","No","No","No Definido"
"CO1.PCCNTR.7664274","En ejecución","2025-03-20T00:00:00.000","2025-03-27T00:00:00.000","2025-09-30T00:00:00.000","Prestación de servicios","Contratación directa","199 Dia(s)","0","3.06132E7","2.90352E7","1578000.0","No","No","Mujer"
"CO1.PCCNTR.650030","Cerrado","2019-01-18T00:00:00.000","2018-12-14T00:00:00.000","2019-11-14T00:00:00.000","Otro","Contratación Directa (con ofertas)","Dia(s)","0","2.9848477E7","2.9848477E7","0.0","Si","No","No Definido"
"CO1.PCCNTR.8642917","Modificado","2025-12-01T00:00:00.000","2025-12-04T00:00:00.000","2026-10-31T00:00:00.000","Prestación de servicios","Contratación directa","239 Dia(s)","92","6.78632E7","4.24656E7","2.53976E7","No","No","No Definido"
"CO1.PCCNTR.4736646","Cerrado","2023-03-09T00:00:00.000","2023-03-09T00:00:00.000","2023-12-31T00:00:00.000","Prestación de servicios","Contratación directa","299 Dia(s)","0","3.376526E7","3.3089955E7","675305.0","No","No","No Definido"
"CO1.PCCNTR.4778966","Cerrado","2023-03-21T00:00:00.000","2023-03-21T00:00:00.000","2023-12-31T00:00:00.000","Prestación de servicios","Contratación directa","290 Dia(s)","0","6.6966667E7","6.6266667E7","700000.0","No","No","Mujer"
"CO1.PCCNTR.9089278","En ejecución","2026-01-24T00:00:00.000","2026-01-26T00:00:00.000","2026-12-31T00:00:00.000","Prestación de servicios","Contratación directa","305 Dia(s)","0","1.1009656E8","5.72131E7","5.288346E7","No","No","Hombre"
"CO1.PCCNTR.91604","Cerrado","2016-12-28T00:00:00.000","2016-12-22T00:00:00.000","2017-12-21T00:00:00.000","Otro","Contratación Directa (con ofertas)","No definido","0","202700.0","0.0","202700.0","No","No","Hombre"
"CO1.PCCNTR.807920","Cerrado","2019-04-03T00:00:00.000","2019-02-01T00:00:00.000","2019-12-31T00:00:00.000","Prestación de servicios","Contratación directa","No definido","0","1.09714439E8","1.07435504E8","2278935.0","No","No","No Definido"
"CO1.PCCNTR.8701003","En ejecución","2025-12-18T00:00:00.000","2025-12-22T00:00:00.000","2025-12-31T00:00:00.000","Compraventa","Selección abreviada subasta inversa","15 Dia(s)","0","7.7975806623E8","7.79758066E8","0.0","Si","No","No Definido"
"CO1.PCCNTR.5125838","Cerrado","2023-06-30T00:00:00.000","2023-06-30T00:00:00.000","2023-12-31T00:00:00.000","Prestación de servicios","Contratación directa","191 Dia(s)","0","8.8899942E7","8.7964153E7","935789.0","No","No","No Definido"
"CO1.PCCNTR.4575617","Cerrado","2023-02-08T00:00:00.000","2023-02-08T00:00:00.000","2023-06-07T00:00:00.000","Prestación de servicios","Contratación directa","4 Mes(es)","0","3.46E7","3.4023333E7","576667.0","No","No","Hombre"
"CO1.PCCNTR.4246932","Cerrado","2022-12-01T00:00:00.000","2022-12-01T00:00:00.000","2022-12-31T00:00:00.000","Prestación de servicios","Contratación directa","43 Dia(s)","0","1.0033333E7","8866667.0","1166666.0","No","No","Hombre"
"CO1.PCCNTR.7174692","Cerrado","2024-12-27T00:00:00.000","2024-12-31T00:00:00.000","2025-07-31T00:00:00.000","Prestación de servicios","Contratación directa","214 Dia(s)","0","4.4433333E7","4.34E7","1033333.0","No","No","No Definido"
"CO1.PCCNTR.85605","Cerrado","2017-01-23T00:00:00.000","2016-11-24T00:00:00.000","2017-12-31T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","No definido","0","8.3587185E7","0.0","8.3587185E7","No","No","No Definido"
"CO1.PCCNTR.4350520","Cerrado","2022-12-28T00:00:00.000","2022-12-29T00:00:00.000","2024-06-28T00:00:00.000","Prestación de servicios","Mínima cuantía","18 Mes(es)","0","1.3185616E7","1.1900791E7","1284825.0","No","No","No Definido"
"CO1.PCCNTR.1392922","Cerrado","2020-03-03T00:00:00.000","2020-02-17T00:00:00.000","2020-12-15T00:00:00.000","Prestación de servicios","Contratación directa","Dia(s)","0","4.2357333E7","3.1071333E7","1.1285999E7","No","No","No Definido"
"CO1.PCCNTR.421779","Cerrado","2018-07-19T00:00:00.000","2018-05-30T00:00:00.000","2018-12-14T00:00:00.000","Prestación de servicios","Mínima cuantía","No definido","0","5000000.0","5000000.0","0.0","No","No","No Definido"
"CO1.PCCNTR.9175591","En ejecución","2026-01-28T00:00:00.000","2026-01-30T00:00:00.000","2026-09-30T00:00:00.000","Prestación de servicios","Contratación directa","243 Dia(s)","0","4.27E7","2.6425E7","1.6275E7","No","No","Hombre"
"CO1.PCCNTR.3455395","Cerrado","2022-02-02T00:00:00.000","2022-02-02T00:00:00.000","2022-12-31T00:00:00.000","Prestación de servicios","Contratación directa","340 Dia(s)","0","3.5844E7","3.5535E7","309000.0","No","No","Mujer"
"CO1.PCCNTR.8152725","En ejecución","2025-08-01T00:00:00.000","2025-08-05T00:00:00.000","2025-12-31T00:00:00.000","Prestación de servicios","Contratación directa","150 Dia(s)","0","7.5E7","5.8E7","1.7E7","No","No","Hombre"
"CO1.PCCNTR.6051990","Modificado","2024-03-13T00:00:00.000","2024-03-14T00:00:00.000","2024-12-31T00:00:00.000","Servicios financieros","Contratación directa","300 Dia(s)","0","3.5235E9","2.806209652E9","7.17290347E8","No","No","No Definido"
"CO1.PCCNTR.235059","Cerrado","2017-12-13T00:00:00.000","2017-11-23T00:00:00.000","2017-12-31T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","No definido","0","5843239.0","4227024.0","1616215.0","No","No","No Definido"
"CO1.PCCNTR.8173074","En ejecución","2025-08-08T00:00:00.000","2025-08-12T00:00:00.000","2025-11-11T00:00:00.000","Prestación de servicios","Contratación directa","3 Mes(es)","0","2.0904E7","2.0904E7","0.0","No","No","Hombre"
"CO1.PCCNTR.8488197","Modificado","2025-10-27T00:00:00.000","2025-11-05T00:00:00.000","2026-10-31T00:00:00.000","Prestación de servicios","Contratación directa","12 Mes(es)","92","7.5275284E7","4.8660804E7","2.661448E7","No","No","No Definido"
"CO1.PCCNTR.1341445","Cerrado","2020-03-03T00:00:00.000","2020-02-03T00:00:00.000","2020-12-31T00:00:00.000","Prestación de servicios","Contratación directa","Dia(s)","0","4.1521628E7","4.0777512E7","744116.0","No","No","No Definido"
"CO1.PCCNTR.877146","Cerrado","2019-04-16T00:00:00.000","2019-03-04T00:00:00.000","2019-12-31T00:00:00.000","Prestación de servicios","Contratación directa","No definido","0","3.1209E7","3.0591E7","618000.0","No","No","Mujer"
"CO1.PCCNTR.6159956","Cerrado","2024-04-02T00:00:00.000","2024-04-05T00:00:00.000","2024-12-31T00:00:00.000","Prestación de servicios","Contratación directa","266 Dia(s)","0","1.35937092E8","1.35937092E8","0.0","No","No","No Definido"
"CO1.PCCNTR.3510792","Cerrado","2022-02-01T00:00:00.000","2022-02-01T00:00:00.000","2023-06-16T00:00:00.000","Prestación de servicios","Contratación directa","338 Dia(s)","0","1.00955074E8","1.00753566E8","201508.0","No","No","No Definido"
"CO1.PCCNTR.807936","Cerrado","2019-03-28T00:00:00.000","2019-02-01T00:00:00.000","2020-03-31T00:00:00.000","Prestación de servicios","Contratación directa","Dia(s)","0","1.10986934E8","1.08912412E8","2074522.0","No","No","No Definido"
"CO1.PCCNTR.5700160","Cerrado","2023-12-29T00:00:00.000","2023-12-29T00:00:00.000","2024-06-30T00:00:00.000","Prestación de servicios","Contratación directa","185 Dia(s)","0","4.3166667E7","3.8733333E7","4433334.0","No","No","Hombre"
"CO1.PCCNTR.73401","Cerrado","2016-11-04T00:00:00.000","2016-10-19T00:00:00.000","2016-12-31T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","Dia(s)","0","2.3402518E7","0.0","2.3402518E7","No","No","No Definido"
"CO1.PCCNTR.5984405","Modificado","2024-02-21T00:00:00.000","2024-02-29T00:00:00.000","2024-12-31T00:00:00.000","Prestación de servicios","Contratación directa","8 Mes(es)","71","5.0333333E7","5.0166666E7","166666.0","No","No","Hombre"
"CO1.PCCNTR.8720869","En ejecución","2025-12-20T00:00:00.000","2025-12-24T00:00:00.000","2026-07-31T00:00:00.000","Prestación de servicios","Contratación directa","222 Dia(s)","0","5.90395E7","4.9770933E7","9268567.0","No","No","Hombre"
"CO1.PCCNTR.4289818","Cerrado","2022-12-20T00:00:00.000","2022-12-20T00:00:00.000","2023-12-19T00:00:00.000","Prestación de servicios","Selección abreviada subasta inversa","12 Mes(es)","0","4.07218E8","4.07218E8","0.0","No","No","Mujer"
"CO1.PCCNTR.1395981","Cerrado","2020-03-03T00:00:00.000","2020-02-19T00:00:00.000","2020-12-31T00:00:00.000","Prestación de servicios","Contratación directa","Dia(s)","0","9.9119637E7","9.8172634E7","947003.0","No","No","No Definido"
"CO1.PCCNTR.9774632","Aprobado","2026-08-06T00:00:00.000","","2026-12-31T00:00:00.000","Prestación de servicios","Contratación directa","144 Dia(s)","0","1.7974E7","0.0","1.7974E7","No","No","Mujer"
"CO1.PCCNTR.3080815","Cerrado","2021-12-20T00:00:00.000","2021-12-20T00:00:00.000","2022-10-31T00:00:00.000","Prestación de servicios","Selección abreviada subasta inversa","8 Mes(es)","0","5.43898855E8","5.43898854E8","1.0","No","Si","No Definido"
"CO1.PCCNTR.136115","Cerrado","2017-05-02T00:00:00.000","2017-04-12T00:00:00.000","2018-09-14T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","No definido","0","8.26733E7","8.1587575E7","1085725.0","No","No","No Definido"
"CO1.PCCNTR.7521993","Cerrado","2025-02-20T00:00:00.000","2025-02-25T00:00:00.000","2025-11-24T00:00:00.000","Prestación de servicios","Contratación directa","9 Mes(es)","0","8.7128298E7","8.6482904E7","645394.0","No","No","No Definido"
"CO1.PCCNTR.111918","Cerrado","2017-02-11T00:00:00.000","2017-02-07T00:00:00.000","2017-12-31T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","No definido","0","4.5714049E7","4.355007E7","2163979.0","No","No","No Definido"
"CO1.PCCNTR.5953312","Cerrado","2024-02-16T00:00:00.000","2024-02-20T00:00:00.000","2024-12-31T00:00:00.000","Prestación de servicios","Contratación directa","311 Dia(s)","0","6.3573915E7","6.3369497E7","204418.0","No","No","No Definido"
"CO1.PCCNTR.830209","Cerrado","2019-02-27T00:00:00.000","2019-02-12T00:00:00.000","2019-12-31T00:00:00.000","Prestación de servicios","Contratación directa","No definido","0","8.925465E7","8.652515E7","2729500.0","No","No","No Definido"
"CO1.PCCNTR.5285552","Cerrado","2023-08-11T00:00:00.000","2023-08-11T00:00:00.000","2024-03-13T00:00:00.000","Prestación de servicios","Contratación directa","144 Dia(s)","0","3.884273E7","3.7783383E7","1059347.0","No","No","No Definido"
"CO1.PCCNTR.3060561","Cerrado","2021-12-06T00:00:00.000","2021-12-06T00:00:00.000","2022-11-30T00:00:00.000","Prestación de servicios","Contratación directa","283 Dia(s)","0","1.14273708E8","1.12195464E8","2078244.0","No","No","No Definido"
"CO1.PCCNTR.5880350","Cerrado","2024-02-02T00:00:00.000","2024-02-07T00:00:00.000","2024-12-31T00:00:00.000","Prestación de servicios","Contratación directa","324 Dia(s)","0","4.6446588E7","4.6303234E7","143354.0","No","No","Mujer"
"CO1.PCCNTR.1643081","Cerrado","2020-07-07T00:00:00.000","2020-07-07T00:00:00.000","2020-12-31T00:00:00.000","Prestación de servicios","Contratación directa","196 Dia(s)","0","4.8974901E7","4.7536922E7","1437979.0","No","No","Mujer"
"CO1.PCCNTR.4541887","Cerrado","2023-02-19T00:00:00.000","2023-02-19T00:00:00.000","2023-06-02T00:00:00.000","Prestación de servicios","Contratación directa","4 Mes(es)","0","1.1287976E7","1.1099843E7","188133.0","No","No","Mujer"
"CO1.PCCNTR.7701588","Cerrado","2025-03-27T00:00:00.000","2025-04-01T00:00:00.000","2025-11-30T00:00:00.000","Prestación de servicios","Contratación directa","8 Mes(es)","0","5.1611392E7","5.1611392E7","0.0","No","No","No Definido"
"CO1.PCCNTR.6546537","Borrador","","","2024-12-31T00:00:00.000","Prestación de servicios","Contratación directa","158 Dia(s)","0","2.7E7","0.0","2.7E7","No","No","Hombre"
"CO1.PCCNTR.4718719","Cerrado","2023-03-06T00:00:00.000","2023-03-06T00:00:00.000","2023-07-02T00:00:00.000","Prestación de servicios","Contratación directa","4 Mes(es)","0","1.7556E7","1.7556E7","0.0","No","No","Mujer"
"CO1.PCCNTR.655911","Cerrado","2018-12-17T00:00:00.000","2018-11-21T00:00:00.000","2019-10-31T00:00:00.000","Prestación de servicios","Contratación directa","No definido","0","2.5403551E7","2.4963026E7","440525.0","No","No","No Definido"
"CO1.PCCNTR.1698792","Cerrado","2020-08-12T00:00:00.000","2020-08-13T00:00:00.000","2020-12-31T00:00:00.000","Prestación de servicios","Contratación directa","170 Dia(s)","0","2.5461808E7","2.4721639E7","740169.0","No","No","No Definido"
"CO1.PCCNTR.3551239","Cerrado","2022-02-07T00:00:00.000","2022-02-07T00:00:00.000","2022-12-31T00:00:00.000","Prestación de servicios","Contratación directa","337 Dia(s)","0","5.1213333E7","5.106E7","153333.0","No","No","No Definido"
"CO1.PCCNTR.8556665","En ejecución","2025-11-13T00:00:00.000","2025-11-20T00:00:00.000","2025-12-19T00:00:00.000","Compraventa","Selección abreviada subasta inversa","31 Dia(s)","0","4.07129013E8","4.07129013E8","0.0","Si","No","No Definido"
"CO1.PCCNTR.139106","Cerrado","2017-07-05T00:00:00.000","2017-04-19T00:00:00.000","2017-12-31T00:00:00.000","Prestación de servicios","Mínima cuantía","No definido","0","3.0049029E7","3.0049029E7","0.0","Si","No","No Definido"
"CO1.PCCNTR.3426284","Cerrado","2022-02-02T00:00:00.000","2022-02-02T00:00:00.000","2022-12-31T00:00:00.000","Prestación de servicios","Contratación directa","340 Dia(s)","0","1.54450587E8","1.52633522E8","1817065.0","No","No","Hombre"
"CO1.PCCNTR.2425024","Cerrado","2021-05-03T00:00:00.000","2021-05-03T00:00:00.000","2021-12-15T00:00:00.000","Prestación de servicios","Contratación directa","235 Dia(s)","0","3.2842004E7","3.2578213E7","263791.0","No","No","No Definido"
"CO1.PCCNTR.5641390","Modificado","2023-12-14T00:00:00.000","2023-12-14T00:00:00.000","2024-12-31T00:00:00.000","Otro","Contratación directa","383 Dia(s)","122","3.384E9","3.384E9","0.0","No","No","No Definido"
"CO1.PCCNTR.3537040","Cerrado","2022-02-03T00:00:00.000","2022-02-03T00:00:00.000","2022-12-31T00:00:00.000","Prestación de servicios","Contratación directa","334 Dia(s)","0","1.52633522E8","1.51724989E8","908533.0","No","No","No Definido"
"CO1.PCCNTR.3997088","terminado","2022-09-28T00:00:00.000","2022-09-28T00:00:00.000","2027-08-31T00:00:00.000","Arrendamiento de inmuebles","Contratación directa","5 Año(s)","0","9.6921132E8","0.0","9.6921132E8","No","No","Hombre"
"CO1.PCCNTR.5015345","Cerrado","2023-06-07T00:00:00.000","2023-06-07T00:00:00.000","2024-03-31T00:00:00.000","Prestación de servicios","Contratación directa","220 Dia(s)","0","1.67750705E8","1.65018608E8","2732097.0","No","No","No Definido"
"CO1.PCCNTR.1923960","Cerrado","2020-11-13T00:00:00.000","2020-11-13T00:00:00.000","2020-12-31T00:00:00.000","Prestación de servicios","Contratación directa","76 Dia(s)","0","1.316E7","1.175E7","1410000.0","No","No","No Definido"
"CO1.PCCNTR.9040367","En ejecución","2026-01-22T00:00:00.000","2026-01-30T00:00:00.000","2026-12-15T00:00:00.000","Prestación de servicios","Contratación directa","326 Dia(s)","0","8.04804E7","3.682588E7","4.365452E7","No","No","No Definido"
"CO1.PCCNTR.183404","Cerrado","2017-08-16T00:00:00.000","2017-07-31T00:00:00.000","2018-07-08T00:00:00.000","Prestación de servicios","Mínima cuantía","No definido","0","3.6344186E7","3.1617341E7","4726845.0","Si","No","No Definido"
"CO1.PCCNTR.122115","Cerrado","2017-04-03T00:00:00.000","2017-03-10T00:00:00.000","2017-12-31T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","No definido","0","3.9967252E7","3.8752032E7","1215220.0","No","No","No Definido"
"CO1.PCCNTR.8540130","Modificado","2025-11-05T00:00:00.000","2025-11-12T00:00:00.000","2026-12-29T00:00:00.000","Prestación de servicios","Contratación directa","408 Dia(s)","150","9.0511322E7","4.964096E7","4.0870362E7","No","No","Mujer"
"CO1.PCCNTR.8920141","cedido","2026-01-22T00:00:00.000","2026-01-23T00:00:00.000","2026-10-31T00:00:00.000","Prestación de servicios","Contratación directa","288 Dia(s)","0","1.1553045E8","6.404846E7","5.148199E7","No","No","Hombre"
"CO1.PCCNTR.109779","Cerrado","2017-02-10T00:00:00.000","2017-02-06T00:00:00.000","2018-05-31T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","No definido","0","1.10995486E8","1.07583739E8","3411747.0","No","No","No Definido"
"CO1.PCCNTR.8720483","En ejecución","2025-12-19T00:00:00.000","2025-12-24T00:00:00.000","2026-07-31T00:00:00.000","Prestación de servicios","Contratación directa","221 Dia(s)","0","9.18E7","7.84E7","1.34E7","No","No","Mujer"
"CO1.PCCNTR.995514","Cerrado","2019-06-28T00:00:00.000","2019-06-13T00:00:00.000","2020-06-12T00:00:00.000","Prestación de servicios","Mínima cuantía","Dia(s)","0","2.8167E7","2.8167E7","0.0","Si","No","No Definido"
"CO1.PCCNTR.2176033","terminado","2021-02-05T00:00:00.000","2021-02-05T00:00:00.000","2021-06-30T00:00:00.000","Prestación de servicios","Contratación directa","155 Dia(s)","0","2.7733412E7","2.1399238E7","6334174.0","No","No","No Definido"
